crate,config,sha256,fde_source,n_fdes,n_locations,n_strings_emitted,n_relative_relocs,addr_order_strict,gt_present,gt_n_functions,gt_authorship_error,gt_author_crates,gt_mangling,n_rows,n_labeled,n_author,n_dep,n_std,n_workspace
grex,v2-release,7e92363b675d16a5ac392e8e7e38a8ca476f2a05d537008aa17bc7702529c434,eh_frame,3369,1427,186,12182,True,True,3369,,['grex'],v0,3369,3184,75,1201,1908,0
hexyl,v2-release,9a65bd2011ac1fe12a1b4b3e84d599938f3d05f563c29025f897cfd4c697853a,eh_frame,1289,360,104,1130,True,True,1289,,['hexyl'],v0,1289,1221,56,372,793,0
hyperfine,v2-release,9bb696442a8f1269d2f1ea9277aed6516abdeeff62b8db1f1b856f8bb38a86f0,eh_frame,1502,572,168,1317,True,True,1502,,['hyperfine'],v0,1502,1411,45,506,860,0
just,v2-release,d17420dbee852e95b383f40f8f5d4333eabbe1d77341941f0e958c8dd87f1958,eh_frame,4172,2060,302,13760,True,True,4172,,['just'],v0,4172,4022,512,1385,2125,0
miniserve,v2-release,040f0ddcaa67d5b29ed07d909420be308993ee7c8bce861d8d8d93359a73fa63,eh_frame,11607,5808,765,26412,True,True,11607,,['miniserve'],v0,11607,10170,121,5744,4305,0
oha,v2-release,48940f85b5c92a41960e9df1d733b719a697a35563ce71c42047b31f0235fed4,eh_frame,22245,3869,561,31566,True,True,22245,,['oha'],v0,22245,16752,225,7680,8847,0
ouch,v2-release,7f1c9362db71d575d04526f3ee8411a748d0e72f3162c37181e5007d3ed16916,eh_frame,5694,3519,383,11382,True,True,5694,,['ouch'],legacy,5694,4313,96,1690,2527,0
pastel,v2-release,7965e9e46cba751f35932f31256acbd8787f3e24988782972829e78045fc6903,eh_frame,1067,430,126,798,True,True,1067,,['pastel'],v0,1067,991,119,202,670,0
procs,v2-release,f50057bfa2f31ec38db842843d37ad5f43e4a7bf40c33bea26e19895f493d01c,eh_frame,5579,2263,439,11989,True,True,5579,,['procs'],v0,5579,5414,342,2413,2659,0
rage,v2-release,051d13aab8a44e1273df9cd14b17bed1bc50c57be8db19100bb8a671d9951dd2,eh_frame,6030,2795,821,7730,True,True,6032,,"['rage', 'rage_keygen', 'rage_mount']",legacy,6030,5515,11,2000,3309,195
ripgrep,v2-release,d3b95958e99a840069b635fe9ca2b0af6e382b88b48b11406e13feca7ff658da,eh_frame,8771,2080,258,24862,True,True,8771,,"['rg', 'ripgrep']",v0,8771,8535,3410,1499,3081,545
rustscan,v2-release,bf5f9bc14c694f1e38e758ab396fa6ba32ca9b885bd275b48d5b92599e18c27a,eh_frame,4205,1895,415,4210,True,True,4205,,['rustscan'],v0,4205,3815,49,2091,1675,0
sd,v2-release,baceb52663699bf4868c4d1490aef2787da0fbd563b84e026dfa88aaf69c7ed4,eh_frame,2377,1115,184,7674,True,True,2377,,"['sd', 'sd_cli']",v0,2377,2267,11,911,1345,0
starship,v2-release,05a41af29e568d015cf2877ee88c863f5b93a5800f65a01f60704e332812b360,eh_frame,11768,3237,693,11385,True,True,11768,,['starship'],v0,11768,11479,1079,6026,4374,0
taplo,v2-release,5ba2a85bbe2de49c55182f13dc3b2ab0f162bf245c3a504c7f7e4339d6c4062a,eh_frame,11878,4961,727,29802,True,True,11878,,"['taplo', 'taplo_cli']",v0,11878,11271,412,5476,5045,338
tealdeer,v2-release,e19a0f1c0e99aeb3935474832b48647b4a3075e6c872961a19085dbad218535f,eh_frame,3466,1054,309,3529,True,True,3466,,"['tealdeer', 'tldr']",v0,3466,3112,57,1467,1588,0
tokei,v2-release,ad59c6e448b96b3e179e4e45f69eaf8f32ea0cfbd21e4799c2c3166982c238c2,eh_frame,4419,1940,281,19929,True,True,4419,,['tokei'],v0,4419,4161,138,1954,2069,0
trippy,v2-release,e9107c273ec91eaa3f265386400d67f3aca688d84877e84832ffc77e8a8a526e,eh_frame,6185,2197,497,36552,True,True,6185,,"['trip', 'trippy']",v0,6185,5969,1,2639,2987,342
typos,v2-release,4d0ca07beafffebfeaad69360b559e248185158aa7556ff5aa8420b337f94daa,eh_frame,3295,1492,282,278758,True,True,3295,,"['typos', 'typos_cli']",v0,3295,3164,101,1636,1425,2
xh,v2-release,885ddf78a96165d5a97ad61ad30661dc5d1a092d0cf4094aeaa63fc948f91dec,eh_frame,15168,3637,565,34033,True,True,15168,,['xh'],v0,15168,12395,268,6037,6090,0
xsv,v2-release,92e80d302044867f826057d5d6c3368329507b1bebf227e068385e95444625a7,eh_frame,2772,1131,178,7508,True,True,2772,,['xsv'],v0,2772,2644,101,620,1923,0
zoxide,v2-release,5540a750664ac33ad98889018e9037ff4f7d19bdee56328a7b20c87523945ce8,eh_frame,1287,376,113,1216,True,True,1287,,['zoxide'],v0,1287,1215,29,409,777,0
